Calories / Energy,Protein,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Carbohydrates,Dietary Fiber,Soluble Fiber,Insoluble Fiber,Total Sugars,Added Sugars,Sodium,Potassium,Calcium,Iron,Magnesium,Zinc,Phosphorus,Iodine,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1 (Thiamine),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6,Vitamin B9 (Folate),Vitamin B12,Omega-3 Fatty Acids,Omega-6 Fatty Acids
good,good,good,harmful,irrelevant,irrelevant,harmful,harmful,good,good,good,good,good,harmful,harmful,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good,good
